wav_filename,length,transcript
extracted/Y_26_19/07-y_26_19.wav,513836,  poi cerca di prendere il palloncino ma il cane vide le salsicce nel sacchetto
extracted/M_34_17/01-m_34_17.wav,516140,  lora c' era una volta un cane che era giocherellone e vise un topolino
extracted/M_16_18/01-m_16_18.wav,541484,   cane aveva visto il topo
extracted/Y_15_19/3-y_15_19.wav,836396,  cerca  e lo riprese mentre il cagnolino raggiunse le salsicce e se le mangia tutte
extracted/M_57_17/3-m_57_17.wav,698156,  po pera a  era arrivato un bambino con la spesa e con un palloncino
extracted/M_34_17/03-m_34_17.wav,516140,   cane lo rincorse e nel frattempo passa un bambino con le salsicce e un palloncino in mano tutto allegro
extracted/M_10_17/08-m_10_17.wav,497708,   preso il palloncino
extracted/M_28_18/13-m_28_18.wav,357164,   palloncino gli vola percha si spaventa
extracted/M_18_17/2-m_18_17.wav,1202732,   il cane f  era  faceva troppo tardi e sbatteva la testa l' albero
extracted/Y_32_19/1-y_32_19.wav,642860,   giorno un cane giocherellone vide un topo seduto vicino all' albero
extracted/M_43_17/2-m_43_17.wav,1175084,  i cerc  dietro c'era un bambino che era andato a far la spesa e  e aveva un sacchetto pieno di salsicce e un palloncino in
extracted/M_57_17/5-m_57_17.wav,698156,  il cane non ha fatto tempo pera a prendere il topo e ha sbattuto la testa contro l' albero
extracted/Y_24_19/3-y_24_19.wav,852524,  a scappato cosa velocemente che il cane non lo vidi e quindi per prenderlo a sbattuto contro un albero e il bambino si
extracted/M_27_18/13-m_27_18.wav,778796,  i a molto soddisfatto
extracted/Y_28_19/6-y_28_19.wav,483884,  ntre il bambino ha cercato di prendere il palloncino facendo un salto e ce l' ha fatta
extracted/M_22_18/02-m_22_18.wav,679724,   fatto un salto per prenderlo
extracted/Y_25_19/3-y_25_19.wav,808748,   ragazzo per la sorpresa molla il palloncino che si incastra fra gli alberi e molla anche il sacchetto di salsicce che aveva
extracted/Y_2_18/3-y_2_18.wav,794924,   il topo si a 
extracted/Y_4_18/12-y_4_18.wav,1043756,   bambino le lascia e cerca prendere il palloncino
extracted/Y_25_19/2-y_25_19.wav,808748,  ra il topo fu pia veloce del cane quindi il cane anda a sbattere contro l' albero
extracted/Y_1_19/1-y_1_19.wav,930860,   cane ha visto un topo che lo voleva prendere che era vicino a un albero
extracted/M_11_17/9-m_11_17.wav,709676,  ntre il cane siman  mangia le suo salsicce che ha lasciato
extracted/M_15_17/14-m_15_17.wav,619820,   bambino ha preso il palloncino e se le mangia
extracted/M_24_18/6-m_24_18.wav,774188,  l frattempo il cane vide la borsa con le salsicce e decise di andare a mangiarle
extracted/M_34_17/06-m_34_17.wav,516140,  me posso dire
extracted/Y_3_18/7-y_3_18.wav,921644,  i il bambino prese il palloncino in mano mentre il cane si stava mangiando una dellefiledisalsi  una  una salsiccia della
extracted/Y_24_17/04-y_24_17.wav,875564,  ando il bambino vise il cane si spaventa e 
extracted/Y_3_18/6-y_3_18.wav,921644,  i il bambino fece un salto per ripr  per riprenderselo inquelmomentoilcanestavamangi  in quel momento il cane
extracted/M_58_17/1-m_58_17.wav,783404,  lora c' era una volta un cane giocherellone che vide un topo e cerca di acchiapparlo
extracted/M_49_17/8-m_49_17.wav,592172,  ntre il bambino fece un salto in aria per prendere il palloncino il cane raggiunse la borsa
extracted/Y_29_19/4-y_29_19.wav,1011500,  ando il bambino vide il cane si spaventa quindi molla il palloncino che si incastra in un albero
extracted/M_36_18/7-m_36_18.wav,610604,  la fine il bambino fece un salto e si riprese il palloncino mentre il cane prese le salsicce
extracted/Y_26_19/09-y_26_19.wav,513836,   cane pensa che le salsicce fossero deliziose e quindi inizia a mangiarle
extracted/M_22_18/07-m_22_18.wav,679724,  bam  il bambino ha visto che il cane stava per prendere il topo si a spaventato
extracted/Y_29_19/8-y_29_19.wav,1011500,  ando poi il bambino riprese il palloncino era tutto felice ma intanto il cane stava mangiando le salsicce ghiottamente
extracted/M_8_17/04-m_8_17.wav,523052,   cambio io
extracted/M_25_18/07-m_25_18.wav,405548,   topino anda nell' albero e lui sbatta la testa contro l' albero
extracted/Y_5_19/4-y_5_19.wav,707372,   bambino aveva un palloncino che visto che si era spaventato gli era volato sull' albero
extracted/M_59_17/11-m_59_17.wav,548396,   tira fuori e se le mangia ghiottamente
extracted/M_12_17/02-m_12_17.wav,661292,   era il cane che voleva prendere un topo che a molto dispettoso
extracted/Y_14_18/04-y_14_18.wav,594476,  tanto un bambino stava passeggiando sulla via e ilpall  il bambino aveva un palloncino e un sacchetto di salsicce
extracted/Y_14_18/12-y_14_18.wav,594476,  podicha cioa infine il bambino riusca a prendere il suo palloncino
extracted/Y_4_18/02-y_4_18.wav,1043756,  n devo proprio ricopiarla
extracted/M_15_17/05-m_15_17.wav,619820,  ra il  il  il topo era troppo veloce e il cane sbatta la testa all' albero e si faca male
extracted/M_33_17/07-m_33_17.wav,665900,  ntre il cane ha visto le salsicce nella borsa della spesa e vuole andare a mangiarle
extracted/M_49_17/3-m_49_17.wav,592172,  ra il cane non a stato troppo veloce e stava arrivando un bambino con la spesa e un palloncino in mano
extracted/M_19_17/09-m_19_17.wav,612908,  i lo voleva riprendere percha gli piaceva tanto
extracted/Y_50_17/2-y_50_17.wav,900908,  ra  pera il topolino scappa quindi il cane sbatte contro l' albero e si fa male
extracted/M_33_18/07-m_33_18.wav,525356,   palloncino vola via
extracted/M_30_18/01-m_30_18.wav,500012,   era una volta un cane che vide un topo
extracted/M_26_18/10-m_26_18.wav,718892,  il cane anche lui che si mangia tutte le salsicce anche lui era molto soddisfatto
extracted/Y_27_19/6-y_27_19.wav,619820,  lora il ragazzo lasciagiale  lascia gia le salsicce e con un grande balzo anda a prendere il
extracted/Y_1_19/3-y_1_19.wav,930860,  i ha visto che il cane si a pestato la testa percha il topo era troppo veloce quindi lui si spaventa e il suo palloncino vola su un
extracted/M_16_18/03-m_16_18.wav,541484,  ssava un bambino felice con un palloncino e una borsa del  del  una borsa di salsicce
extracted/M_25_18/11-m_25_18.wav,405548,  i il  il  c' a il bambino che  che si a spaventato con il cane e gli a volato via il palloncino sull' albero
extracted/M_57_17/8-m_57_17.wav,698156,  mentre il bambino riprendeva il palloncino il cane aveva visto delles  delle salsicce e ha iniziato a mangiarle
extracted/M_18_17/5-m_18_17.wav,1202732,  intanto il cane vedeva la busta di salcicce del mercato che aveva comprato il bambino e l' andava a prendere e mangiava le salcicce
extracted/M_19_17/06-m_19_17.wav,612908,  i il cane si schianta sul tronco dell' albero invece il topo riusca a stare sano e salvo
extracted/Y_4_19/04-y_4_19.wav,963116,   cane non era abbastanzavelo  abbastanza veloce da acchiappare il topolino
extracted/M_36_18/8-m_36_18.wav,610604,    il bambino era felice percha aveva ripreso il suo palloncino
extracted/M_20_17/2-m_20_17.wav,746540,   cane era troppo lento quindi non riesce a prenderlo
extracted/M_14_17/5-m_14_17.wav,797228,  ndi dicise di lasciare la borsa con le salsicce dentro e di andarselo a riprendere
extracted/M_29_18/04-m_29_18.wav,495404,  ia ok
extracted/Y_4_18/04-y_4_18.wav,1043756,   cane la stava quasi per prendere
extracted/M_28_18/10-m_28_18.wav,357164,   contro l' albero
extracted/M_35_18/2-m_35_18.wav,571436,  ltaperprenderloe  salta per prenderlo
extracted/M_24_18/2-m_24_18.wav,774188,  lora lo voleva prendere quindi salta
extracted/M_11_17/3-m_11_17.wav,709676,   bambino allegro prese dalla spesa un pacco di salsicce e un palloncino
extracted/M_22_18/08-m_22_18.wav,679724,  i a scappato il palloncino e il cane si a fatto male
extracted/M_14_17/3-m_14_17.wav,797228,  i un bambino arriva con la spesa e vide il cane chesiera  che non era riuscito a prendere il topo e quindi il topo scappa via
extracted/M_36_17/4-m_36_17.wav,709676,   bambino spaventato lascia il palloncino che si attacca all' albero
extracted/M_34_18/01-m_34_18.wav,619820,   cane voleva prendere il topo che stava seduto vicino a un albero
extracted/Y_2_19/7-y_2_19.wav,1004588,  il bambino era felice percha aveva preso il palloncino e anche il cane percha aveva mangiato le salsicce
extracted/Y_24_17/03-y_24_17.wav,875564,  po arriva il bambino conilsacche  che aveva appena fatto la spesa e aveva dentro il sacchetto delle salsicce e anche un
extracted/Y_11_18/9-y_11_18.wav,760364,  la fine il bambino riprese il palloncino e il cane era soddisfatto di mangiare le salsicce
extracted/M_26_18/01-m_26_18.wav,718892,   era questo cane molto allegro e giocherellone che un giorno vide un topo vicino a un albero
extracted/Y_27_17/05-y_27_17.wav,555308,  eva comprato le salsicce e un palloncino
extracted/Y_8_19/5-y_8_19.wav,605996,  poi il cane prese le salsicce
extracted/Y_2_19/5-y_2_19.wav,1004588,  iilbam  poi il bambino cercava di prenderlo e se l'a preso
extracted/M_36_18/2-m_36_18.wav,610604,  ciamo dietro di lui c' era  a passato un ragazzo con un palloncino e una borsa con le salsicce
extracted/M_24_18/4-m_24_18.wav,774188,    il bambino vide il cane che si era fatto male percha non era riuscito a prendere in tempo il topo che era stato pia veloce di lui
extracted/Y_12_19/6-y_12_19.wav,536876,   bambino lo voleva prendere il palloncino
extracted/M_19_17/07-m_19_17.wav,612908,   bambino si spaventa e quindi molla in aria volare il palloncino
extracted/M_16_18/03-m_16_18.wav,541484,  ssava un bambino felice con un palloncino e una borsa del  del  una borsa di salsicce
extracted/Y_26_19/09-y_26_19.wav,513836,   cane pensa che le salsicce fossero deliziose e quindi inizia a mangiarle
extracted/M_43_17/7-m_43_17.wav,1175084,  i il bambino riusca a prendere il palloncino e cosa furono tutti felici
extracted/Y_13_19/2-y_13_19.wav,836396,  poi il cane non era abbastanza veloce e ha sbattuto contro l' albero
extracted/Y_4_19/09-y_4_19.wav,963116,   bambino voleva riprendersi il suo palloncino e il cane intanto ha raggiunto il sacchetto con dentro le salsicce
extracted/M_32_18/07-m_32_18.wav,831788,  visto che voleva riprendere il suo palloncino ha lasciato la borsa della spesa 
extracted/Y_9_18/8-y_9_18.wav,921644,  i riesce  fa un balzo in alto e il  il bambino per prendere il palloncino e il cane ni  prende le salsicce
extracted/Y_26_19/01-y_26_19.wav,511532,   era un cane giocherellone chevolevamangiareun  che aveva visto un topo e lovolevamangiarecioa  lo
extracted/Y_24_19/2-y_24_19.wav,852524,  ra dopo il topo era scappato velocemente e stava arrivando il bambino
extracted/Y_7_18/02-y_7_18.wav,605996,  arriva un bambino con il palloncino in mano e il sacchetto delle salsicce in mano
extracted/M_14_17/6-m_14_17.wav,797228,  tanto il cane ha  aveva visto le salsicce
extracted/Y_1_19/3-y_1_19.wav,930860,  i ha visto che il cane si a pestato la testa percha il topo era troppo veloce quindi lui si spaventa e il suo palloncino vola su un
extracted/Y_24_17/09-y_24_17.wav,875564,  ntre il cane aveva gia finito le salsicce
extracted/M_19_17/09-m_19_17.wav,612908,  i lo voleva riprendere percha gli piaceva tanto
extracted/Y_7_18/09-y_7_18.wav,605996,  v'ero arrivato
extracted/M_21_18/2-m_21_18.wav,665900,  poi un bambino che a  a tornato dalla spesa vedeva che il cane stava prende  per prendere il topo
extracted/Y_5_19/3-y_5_19.wav,707372,   ilca  il topo era troppo veloce quindi il cane sbatta contro l' albero e il bambino si spaventa
extracted/M_10_17/03-m_10_17.wav,497708,  e il topo s' a nascosto
extracted/M_49_17/5-m_49_17.wav,592172,  vide il cane che si era fatto male
extracted/Y_26_19/13-y_26_19.wav,513836,  oanonle salsicce  il palloncino
extracted/Y_8_19/1-y_8_19.wav,605996,   bambino stava ritornando dalla scuola
extracted/M_16_18/08-m_16_18.wav,541484,  i voleva recuperarlo pera il cane ha notato le salsicce che c' erano
extracted/Y_2_17/6-y_2_17.wav,286892,    ma il cane voleva prendere le salsicce
extracted/M_18_17/3-m_18_17.wav,1202732,   bambino si spaventa e il palloncino volava via
extracted/M_42_17/1-m_42_17.wav,1163564,   cane vide un topo seduto accanto a un albero
extracted/Y_7_18/06-y_7_18.wav,605996,  dopo vora 
extracted/M_17_18/07-m_17_18.wav,762668,  ntre ilbam  che il bambino voleva riprendersi il palloncino il cane vide delle salcicce che il bambino lascia nella busta e il
extracted/M_58_17/2-m_58_17.wav,783404,  l frattempo arriva un bambino
extracted/Y_27_19/3-y_27_19.wav,619820,  tato dietro un ragazzo stava arrivando con delle salsicce in mano e un palloncino
extracted/Y_5_17/7-y_5_17.wav,263852,  il bambino ha ripreso il palloncino
extracted/M_42_17/5-m_42_17.wav,1163564,  indi poi il bambino facaderelesal  lascia a terra il sacchetto con le salsicce
extracted/Y_27_17/04-y_27_17.wav,555308,  etro diciamo c' era ilba  un bambino che aveva appena fatto la spesa con 
extracted/Y_24_17/04-y_24_17.wav,875564,  ando il bambino vise il cane si spaventa e 
extracted/Y_4_19/04-y_4_19.wav,963116,   cane non era abbastanzavelo  abbastanza veloce da acchiappare il topolino
extracted/M_12_17/09-m_12_17.wav,661292,  il cane x aveva fame qundi ha preso le sue salsicce
extracted/Y_3_19/2-y_3_19.wav,963116,   un tratto un bambino vide il cane che rincorreva il topo
extracted/M_16_17/04-m_16_17.wav,778796,  tanto il palloncino del bambino gli vola via
extracted/M_35_18/4-m_35_18.wav,571436,   cane fu troppo lento a prendere il topo e quindi si fece male
extracted/Y_28_19/6-y_28_19.wav,483884,  ntre il bambino ha cercato di prendere il palloncino facendo un salto e ce l' ha fatta
extracted/M_35_18/8-m_35_18.wav,571436,  il cane le vede la per ter 
extracted/M_25_18/13-m_25_18.wav,405548,  fa  ora fa il salto per prendere il palloncino il bambino
extracted/M_20_17/3-m_20_17.wav,746540,  tanto c' era anche un bambino con delle salsicce e un palloncino blu
extracted/Y_32_19/9-y_32_19.wav,642860,  mangia le salsicce
extracted/M_28_18/06-m_28_18.wav,357164,  n mi ricordo com 
extracted/Y_13_19/5-y_13_19.wav,836396,  po lui a riuscito a riprenderlo il cane stava mangiando le salsicce mentrelui  percha non era riuscito a prendere il
extracted/M_18_18/1-m_18_18.wav,1129004,  avoltac'era  c' era una volta un cane che ha visto un topo e che era vicino a un albero e l' ha rincorso
extracted/M_22_18/09-m_22_18.wav,679724,   topo a scappato
extracted/Y_2_17/2-y_2_17.wav,286892,   il topo era cosa furbo che pota  a scappato e il cane habussato  ha bussato la testa contro l' albero
extracted/M_23_17/13-m_23_17.wav,301868,  poi anche il bambino si a preso il palloncino
extracted/Y_13_19/3-y_13_19.wav,836396,  poi il ragazzino si era preoccupato egliavola  e intanto ha lasciato il palloncino e gli a volato sull' albero
extracted/Y_13_19/4-y_13_19.wav,836396,  dopo lui ha detto oh no era dispiaciuto il cane 
extracted/M_17_18/06-m_17_18.wav,762668,  il  il bambino che aveva visto il cane che aveva battuto la testa contro l' albero gli era scappato il palloncino
extracted/M_32_18/03-m_32_18.wav,831788,  c' a  mentre lui ha visto un topo c' era un bambino che stava passando con un palloncino giallo e la borsa della spesa
extracted/M_48_17/6-m_48_17.wav,822572,   bambino intanto cercava di prendere il palloncino
extracted/Y_24_19/1-y_24_19.wav,850220,   storia inizia cioa  che c' era un topo e un cane e il cane vidi un topo e voleva prenderlo
extracted/Y_7_18/14-y_7_18.wav,605996,   uomo presera il palloncino nelle mani e il cane stava mangiando tutte le salsicce
extracted/M_37_17/04-m_37_17.wav,516140,  oa il topolino a troppo veloce e quindi non riesce a prenderlo
extracted/M_7_17/2-m_7_17.wav,610604,  i fa un salto e non lo riesce a prendere
extracted/M_59_17/02-m_59_17.wav,548396,   cane fece un salto per  per cercare di prendere il topo
extracted/Y_3_19/1-y_3_19.wav,963116,   giorno un cane vide un topo e lo rincorse
extracted/Y_32_17/08-y_32_17.wav,470060,  tanto il cane prese delle salsicce dal sacchetto
extracted/Y_8_18/7-y_8_18.wav,827180,  l' ha preso il palloncino e l' ha mangiate tutte
extracted/Y_2_18/6-y_2_18.wav,794924,   palloncino era sull' albero
extracted/Y_14_18/09-y_14_18.wav,594476,  tanto il cane vide il sacchetto con le salsicce
extracted/Y_14_19/06-y_14_19.wav,905516,   cane veda le salsicce e pensa che erano buone quindi le voleva mangiare
extracted/M_36_18/4-m_36_18.wav,610604,  il ragazzo si spaventa e fa  il palloncino le scappa dalle mani
extracted/M_23_17/07-m_23_17.wav,301868,  i sbatte la testa nell' albero
extracted/M_8_17/09-m_8_17.wav,523052,   bambino con un salto riusca a prenderlo efu  efumolto  fu soddisfatto
extracted/M_28_18/17-m_28_18.wav,357164,  tima parte
extracted/M_15_17/01-m_15_17.wav,619820,   cane vede un topo seduto x
extracted/Y_26_19/04-y_26_19.wav,513836,   bambino per lo spavento lascia il palloncino volare in aria
extracted/Y_9_19/1-y_9_19.wav,852524,  e il cane aveva visto un topo seduto sedutosu  vicinoaunalberoe  vicino a un albero
extracted/Y_14_19/01-y_14_19.wav,905516,   era una volta un cane che voleva rapire un topo
extracted/M_30_18/14-m_30_18.wav,500012,  il bambino era felice di averselo  di ripre  ripre  riprenderlo
extracted/M_30_18/08-m_30_18.wav,500012,  cise di prenderlo
extracted/M_22_18/12-m_22_18.wav,679724,  il cane le ha viste le  le ha tirate fuori e le ha mangiate tutte anche lui sod  molto soddisfatto
extracted/M_35_17/5-m_35_17.wav,555308,   bambino per lo spavento lascia andare il palloncino e lo volle riprendere
extracted/M_48_17/4-m_48_17.wav,822572,   bambino lasciando la spesa a terra cerca di recuperare il palloncino
extracted/M_35_18/6-m_35_18.wav,571436,  bam  o no grida il bambino il mio palloncino
extracted/M_35_18/9-m_35_18.wav,571436,   bambino salta per prendere il palloncino e ci riusca e il cane soddisfatto prese tutte le salsicce
extracted/Y_27_19/5-y_27_19.wav,619820,   ragazzo lo vide e il palloncino fina nell' albero
extracted/M_12_17/04-m_12_17.wav,661292,  quindi passa un bambino con le salsicce in mano e un palloncino
extracted/Y_9_18/5-y_9_18.wav,921644,  i il cane sbatte contro l' albero e il topo va  scappa e il palloncino vola via
extracted/Y_13_19/1-y_13_19.wav,836396,   cane voleva mangiarsi il topo e lui a andato dentro l' albero
extracted/Y_5_19/8-y_5_19.wav,707372,   il bambino riusca a prendere il palloncino
extracted/M_34_17/04-m_34_17.wav,516140,  po il bambino vise il cane che voleva prendere il topolino ma non ce la fece e sbatta la testa su un albero
extracted/M_36_18/7-m_36_18.wav,610604,  la fine il bambino fece un salto e si riprese il palloncino mentre il cane prese le salsicce
extracted/Y_5_17/1-y_5_17.wav,263852,  e c' era un cane e c' era un topo x l' ha veduto e il cane voleva prenderlo
extracted/Y_8_19/5-y_8_19.wav,605996,  poi il cane prese le salsicce
extracted/Y_26_19/03-y_26_19.wav,513836,   cane con un balzo cerca di prendere il topo solo che sbatta contro l' albero e si fece male
extracted/Y_11_19/10-y_11_19.wav,532268,  cciamo arriviamo alla penultima parte
extracted/Y_31_19/9-y_31_19.wav,792620,  intanto il cane si avvicina alle salsicce e se le a mangiate tutte ghiottamente
extracted/Y_31_19/8-y_31_19.wav,792620,   bambino salta e prese il suo palloncino ed era molto felice di avvolgere ancora il suo palloncino giallo
extracted/M_8_17/03-m_8_17.wav,523052,  m' a che gir gir com' a
extracted/M_37_17/02-m_37_17.wav,516140,  a 
extracted/M_10_17/08-m_10_17.wav,497708,   preso il palloncino
extracted/M_10_17/04-m_10_17.wav,497708,   cane ha sbattuto la testa
extracted/M_19_17/04-m_19_17.wav,612908,  lovede  e lo vide 
extracted/M_28_18/09-m_28_18.wav,357164,   si
extracted/M_33_17/04-m_33_17.wav,665900,  indi sbatte la testa contro un albero
extracted/Y_31_17/1-y_31_17.wav,571436,   giorno un  un cane stava passeggiando e vide un topo seduto vicino all' albero
extracted/Y_32_17/05-y_32_17.wav,470060,  ilba  intanto il bambino stava rientrando dalla  dalla spesa e si spaventa
extracted/Y_8_19/3-y_8_19.wav,605996,  i il palloncino gli a finito nell' albero
extracted/Y_26_17/7-y_26_17.wav,658988,  dopo il cane mangia tutte le salsicce ghiottamente
extracted/Y_32_19/5-y_32_19.wav,642860,  il palloncino vola via e si incastra in un albero
extracted/Y_7_18/11-y_7_18.wav,605996,   ragazzo voleva prendere il palloncino e lo prendera
extracted/M_23_17/13-m_23_17.wav,301868,  poi anche il bambino si a preso il palloncino
extracted/Y_4_19/02-y_4_19.wav,963116,   cane con un salto lovolaprendere  lovuole  lo voleva prendere
extracted/M_12_17/03-m_12_17.wav,661292,    dopo  lo stava per prendere ma pera ha sbattuto nell' albero e il topo era troppo veloce
extracted/Y_9_18/4-y_9_18.wav,921644,  tanto arriva un bambino con un palloncino giallo e delle salsicce nella borsa della spesa
extracted/Y_8_18/6-y_8_18.wav,827180,   cane ha guardato le salsicce e allora il bambino stava per prenderlo ma il cane stava guardando le salsicce
extracted/Y_7_18/11-y_7_18.wav,605996,   ragazzo voleva prendere il palloncino e lo prendera
extracted/M_12_17/04-m_12_17.wav,661292,  quindi passa un bambino con le salsicce in mano e un palloncino
extracted/M_23_17/01-m_23_17.wav,301868,   era un cane che voleva prendere il topo
extracted/M_37_18/5-m_37_18.wav,665900,   cane poi vide lesal  la busta piena di salsicce e pensa che dovevano essere deliziose
extracted/Y_4_19/05-y_4_19.wav,963116,  il bambino si spaventa e il suo palloncino vola via
extracted/M_17_17/5-m_17_17.wav,1018412,  i  poi  poi cade 
extracted/M_33_17/10-m_33_17.wav,665900,   bambino ora a felice pera il cane ha gia preso le salsicce e le sta mangiando tutte
extracted/M_10_17/02-m_10_17.wav,497708,   poi cosa succede
extracted/Y_8_18/4-y_8_18.wav,827180,  allora il  il bambino si spaventa percha  perchai  percha si spaventa e allora il palloncino l' a incastrato sopra l'
extracted/M_35_18/7-m_35_18.wav,571436,  lasciato le salsicce per terra
extracted/Y_12_19/8-y_12_19.wav,536876,   cane stava per mangiare tutte le salsicce
extracted/Y_5_19/3-y_5_19.wav,707372,   ilca  il topo era troppo veloce quindi il cane sbatta contro l' albero e il bambino si spaventa
extracted/M_33_17/07-m_33_17.wav,665900,  ntre il cane ha visto le salsicce nella borsa della spesa e vuole andare a mangiarle
extracted/Y_11_18/8-y_11_18.wav,760364,  tanto che il bambino faceva il salto per prendere il palloncino lui se le mangiava tutte
extracted/Y_4_18/02-y_4_18.wav,1043756,  n devo proprio ricopiarla
extracted/M_16_17/10-m_16_17.wav,778796,  intanto il cane simang  si mangia tutte le  le salsicce
extracted/Y_29_19/2-y_29_19.wav,1011500,  i voleva prendelo quindi fece un salto ma il topo era  era troppo veloce quindi lo schiva
extracted/M_42_17/6-m_42_17.wav,1163564,  indi il cane le vede e a incuriosito quindi intanto che il bambino recupera il palloncino il cane apre la borsa e mangia le salsicce
extracted/Y_50_17/5-y_50_17.wav,900908,  i poi cerca  cerca di prendere ilpallon  il palloncino
extracted/M_27_18/12-m_27_18.wav,778796,  lora per riprenderlo appoggia un attimo le salsicce e con un salto riesce ad afferrare il palloncino
extracted/M_21_18/4-m_21_18.wav,665900,  i il  non  non l' ha preso a andato a sbattere contro l' albero
extracted/M_16_18/02-m_16_18.wav,541484,  i il cane faceva un salto pertrovareil  per cacciare il topo
extracted/M_33_17/08-m_33_17.wav,665900,   bambino salta e riesce a riprendere il palloncino mentre il cane ha preso le salsicce nella borsa della spesa
extracted/M_59_17/05-m_59_17.wav,548396,  toposc  il topo scappa e il cane col  sba  sbatta la testa contro l' albero
extracted/M_59_17/08-m_59_17.wav,548396,  lora lui salta e prese il palloncino
extracted/M_46_17/10-m_46_17.wav,893996,   cane intanto apre la borsa
extracted/M_14_17/4-m_14_17.wav,797228,    poi il suo palloncino vola via
extracted/M_24_18/1-m_24_18.wav,774188,   giorno un cane giocherellone vide un topo vicino a un albero
extracted/M_8_17/05-m_8_17.wav,523052,  oi che cambi ok
extracted/Y_14_18/06-y_14_18.wav,594476,   topo era pia veloce quindi scappa e il cane sba  sba  sbatta  ha sbattuto la testa sul tronco
extracted/Y_10_19/3-y_10_19.wav,497708,   cane a andato contro l' albero e si a fatto male
extracted/Y_7_18/05-y_7_18.wav,605996,  ando il bambino voleva prendere il palloncino il cane vora mangiare 
extracted/Y_13_18/4-y_13_18.wav,649772,   bambino allegro dietro vide il cane che si era fatto male e molla il palloncino e gli vola via
extracted/M_28_18/04-m_28_18.wav,357164,   perfetto
extracted/M_20_18/09-m_20_18.wav,753452,   cane poi ha visto le salcicce e le ha mangiate
extracted/M_37_17/07-m_37_17.wav,516140,  allora lascia per sbaglio il palloncino e cerca di prenderlo
extracted/Y_27_17/02-y_27_17.wav,555308,  vo vorrebbe andare a prenderlo
extracted/M_34_18/03-m_34_18.wav,619820,   cane salta per prendere il topo
extracted/M_8_17/07-m_8_17.wav,523052,   bambino si spaventa gli vola via il palloncino
extracted/Y_3_19/4-y_3_19.wav,963116,   bambino siasp  si spaventa e il palloncino vola via sull' albero
extracted/Y_9_18/1-y_9_18.wav,921644,  a  una volta c' era un cane e un topo
extracted/Y_3_18/4-y_3_18.wav,921644,  i il bambino sorpreso lascia andare il palloncino e disse oh no il mio palloncino
extracted/M_19_18/5-m_19_18.wav,596780,  il cane aveva visto le salsicce e se le voleva mangiare
extracted/M_27_18/07-m_27_18.wav,778796,  per  e il cagnolino sbatte contro un albero
extracted/M_33_17/06-m_33_17.wav,665900,   no dice il bambino e decide di riprenderselo
extracted/M_32_18/03-m_32_18.wav,831788,  c' a  mentre lui ha visto un topo c' era un bambino che stava passando con un palloncino giallo e la borsa della spesa
extracted/Y_5_17/2-y_5_17.wav,263852,  ra a arrivato un bambino che aveva fatto la spesa con le salcicce e aveva visto il cane che voleva prendere il topo
extracted/Y_3_18/1-y_3_18.wav,921644,  e prima il cane tentava di prendere il topolino
extracted/M_30_18/15-m_30_18.wav,500012,   vai avanti
extracted/M_37_17/07-m_37_17.wav,516140,  allora lascia per sbaglio il palloncino e cerca di prenderlo
extracted/M_11_17/5-m_11_17.wav,709676,   nonf  non  non era troppo veloce e il cane si fa male
extracted/Y_24_17/05-y_24_17.wav,875564,  quindi lascia il palloncino e il palloncino si incastra tra glia  i rami dell' alberi
extracted/Y_32_19/8-y_32_19.wav,642860,  il cane raggiunse il sacchetto
extracted/M_46_17/06-m_46_17.wav,893996,    il cane sbatte contro l' albero e il bambino si spaventa e per lo spavento il palloncino vola via
extracted/Y_14_18/10-y_14_18.wav,594476,  ca  il bambino si arrampica per riprendere il suo palloncino
extracted/M_11_17/8-m_11_17.wav,709676,  lora faccio un salto per riprenderselo
extracted/M_21_17/4-m_21_17.wav,592172,  poi il cane sifamale  si fa male e  e lui voleva riprendere il palloncino
extracted/Y_7_19/02-y_7_19.wav,594476,  oi togliere le cuffie eh se ti dan fastidio tanto adesso abbiam finito
extracted/M_20_18/03-m_20_18.wav,753452,   visto un topo
extracted/Y_10_19/3-y_10_19.wav,497708,   cane a andato contro l' albero e si a fatto male
extracted/Y_15_18/8-y_15_18.wav,1011500,  nel frattempo il cane si era mangiato direttamente tutte le salsicce
extracted/M_34_18/06-m_34_18.wav,619820,  il palloncino fina sull' albero
extracted/Y_32_17/01-y_32_17.wav,470060,   storia incomincia che quando un  un cane stava inseguendo un topo
extracted/Y_31_19/5-y_31_19.wav,792620,  il bambino che si era spaventato halasciatoilpalloncinoe  e ha lasciato il palloncino
extracted/Y_15_18/3-y_15_18.wav,1011500,   cane decise di prendere il topo e con un balzo cerca di acchiapparlo
extracted/M_28_18/13-m_28_18.wav,357164,   palloncino gli vola percha si spaventa
extracted/Y_15_18/2-y_15_18.wav,1011500,  l frattempo arriva anche un bambino tornato dalla spesa con il suo  con delle salsicce in un pacchetto
extracted/M_27_18/08-m_27_18.wav,778796,  fa  ehafatto  si a 
extracted/M_46_17/07-m_46_17.wav,893996,  lora il bambino decide di riprenderselo
extracted/M_25_18/06-m_25_18.wav,405548,  cino al  all' albero seduto e an  anda contro
extracted/M_49_17/7-m_49_17.wav,592172,   cane guarda la borsa tipo dicendo  pensando sembrano deliziose
extracted/Y_7_19/07-y_7_19.wav,594476,  i riraccontamela un po' come te la ricordi
